product_name,ingredients,product_type,price,price_pkr,image_url,product_url,suited_age_groups,suited_genders,suited_skin_types,suited_sensitivity,suited_climates,suited_concerns,suited_severity_levels
Probiotic Beauty - Face Serum 30ml,Probiotic Complex: Helps support skin balance and conditioning.,Serum,1400.0,"Rs.1,400.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/ProbioticBeauty-FaceSerum.jpg?v=1772002953,https://pk.hemaniherbals.com/products/probiotic-beauty-face-serum,19-24|25-36,female,normal|combination,no,dry and hot,dullness|hyperpigmentation|open pores|redness,mild|moderate
Probiotic Beauty - Face Cream 50ml,Probiotic Complex: Supports skin balance and conditioning.; Moisturizing Base: Helps maintain hydration.,Cream,1400.0,"Rs.1,400.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8681475384929_2_jpg.jpg?v=1772003116,https://pk.hemaniherbals.com/products/probiotic-beauty-face-cream,19-24|25-36,female,normal|dry,no,dry and hot,dullness|dryness,mild
PoreFiner - Foaming Face Wash with Tea Tree & Alpine Willowherb 150ml,brightening; face wash; skin care,Face Wash,1400.0,"Rs.1,400.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8681475385964_1_jpg.jpg?v=1771269002,https://pk.hemaniherbals.com/products/porefiner-foaming-face-wash-with-tea-tree-alpine-willowherb,19-24|25-36,female,normal|oily,no,"hot and humid (e.g., karachi)|dry and hot",acne|open pores|whiteheads / blackheads,mild|moderate
PoreFiner - Face Serum with Tea Tree & Alpine Willowherb,Alpine Willowherb: Helps calm and balance skin; Tea Tree Oil: Supports skin purification; Salicylic Acid: Helps refine and unclog pores,Serum,1400.0,"Rs.1,400.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8681475385988_2_jpg.jpg?v=1772004241,https://pk.hemaniherbals.com/products/porefiner-face-serum-with-tea-tree-alpine-willowherb,19-24|25-36,female,normal|oily|combination,no,"hot and humid (e.g., karachi)|dry and hot",acne|open pores|whiteheads / blackheads,mild|moderate
Pomegranate Extract & Cranberry Beads - Skin Moisturizing Gel 60ml,/ Fragrance Notes; Pomegranate extract; cranberry beads; glycerin,Gel,1260.0,"Rs.1,260.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8961102060106_1_jpg_625cf089-f926-463f-9211-b6ad45b0a4f8.jpg?v=1771268993,https://pk.hemaniherbals.com/products/pomegranate-extract-cranberry-beads-skin-moisturizing-gel,19-24|25-36,female,normal|combination,no,dry and hot|cold and dry,dullness|hyperpigmentation,mild|moderate
Peppermint Lip Balm Chapstick,lip balm; lip care; makeup; peppermint; vitamin e,Lip Care,245.0,Rs.245.00,https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8961102066917_1_jpg.jpg?v=1771268857,https://pk.hemaniherbals.com/products/peppermint-lip-balm-chapstick,14-18|19-24,female,normal|dry,no,dry and hot,dryness|chapped lips,mild
Peach - Skin Moisturizing Gel,/ Fragrance Notes; Peach extract; glycerin; charcoal,Gel,1260.0,"Rs.1,260.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8961102060090_1_jpg_4367ce29-5098-44dc-9eb6-4c3c0cd260d0.jpg?v=1771268831,https://pk.hemaniherbals.com/products/peach-skin-moisturizing-gel,14-18|19-24|25-36,female,normal|combination,no,dry and hot|cold and dry,dullness|open pores|redness,mild
Papaya - Skin Moisturizing Gel,/ Fragrance Notes; Papaya extract; glycerin; vitamin E,Gel,950.0,Rs.950.00,https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8961102060083_1_jpg_789b96a1-5cdf-4789-b08b-ff9b016b9678.jpg?v=1771268829,https://pk.hemaniherbals.com/products/papaya-skin-moisturizing-gel,19-24|25-36,female,normal|combination,no,"hot and humid (e.g., karachi)|dry and hot",dullness|hyperpigmentation|open pores|redness,mild|moderate
Oil Control Micellar Cleansing Water 200ml,Micelles: Help attract dirt and oil.; Hydrating Agents: Support skin comfort.,Face Wash,1475.0,"Rs.1,475.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/5907747209534_1_jpg_8e5fbadf-15f0-4574-b459-c7b53367068d.jpg?v=1771268688,https://pk.hemaniherbals.com/products/oil-control-micellar-cleansing-water-200ml,19-24|25-36,female,normal|oily,no,"hot and humid (e.g., karachi)|dry and hot",acne|open pores|oily skin,mild|moderate
Oil Control Cleansing Foam 150ml,Gentle Cleansers: Help remove impurities.; Conditioning Agents: Support skin comfort.,Face Wash,1600.0,"Rs.1,600.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/5907747209558_1_jpg_94d570a5-ec89-49f8-baf2-4e7a2fa613b5.jpg?v=1771268678,https://pk.hemaniherbals.com/products/oil-control-cleansing-foam,14-18|19-24,male|female,normal|oily,no,"hot and humid (e.g., karachi)|dry and hot",acne|open pores|oily skin,mild|moderate
Naturistic - Eyebrow Serum,Argan Oil: Valued for conditioning and nourishment.,Serum,760.0,Rs.760.00,https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8964001505334_2_jpg.jpg?v=1772095824,https://pk.hemaniherbals.com/products/naturistic-eyebrow-serum,19-24|25-36,female,normal|oily,no,"hot and humid (e.g., karachi)|dry and hot",dullness|open pores,mild
Musk Abiyad Perfume Hand Cream,Argan oil; Aloe vera; Sweet almond oil,Cream,1320.0,"Rs.1,320.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/1.jpg?v=1772013313,https://pk.hemaniherbals.com/products/musk-abiyad-perfume-hand-cream,19-24|25-36,female,normal|dry,no,dry and hot,dullness|dryness,mild
Moisture Fiesta Nourishing Cream 50ml,Calendula; Shea Butter; Rice Starch,Cream,2750.0,"Rs.2,750.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/moiture1.jpg?v=1775737603,https://pk.hemaniherbals.com/products/moisture-fiesta-nourishing-cream-50ml,25-36|37-45|45+,female,normal|dry,no,dry and hot|cold and dry,dullness|dryness,mild
Intensive Care Therapy - Aloe Vera Gel 50ml (Tube),Aloe Vera: Provides hydration; soothing relief; and skin nourishment.,Gel,430.0,Rs.430.00,https://cdn.shopify.com/s/files/1/0977/3495/1226/files/IntensiveCareTherapy-AloeVeraGel50ml_Tube.png?v=1775642844,https://pk.hemaniherbals.com/products/intensive-care-therapy-aloe-vera-gel-50ml-tube,19-24|25-36,female,normal|dry,no,dry and hot|cold and dry,dullness|redness,mild|moderate
Honeydew Foaming Face Cleanser 150ml,Honey to hydrate and soften skin.; Propolis with soothing; antimicrobial benefits.; Hyaluronic Acid to support skin’s moisture and barrier.,Face Wash,1370.0,"Rs.1,370.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8961102819322_1_jpg_c5b5b03e-53d9-4bbf-b468-2865de3752fd.jpg?v=1771268066,https://pk.hemaniherbals.com/products/honeydew-foaming-face-cleanser-150ml,14-18|19-24|25-36,female,normal|combination,no,dry and hot|cold and dry,acne|dullness|open pores|redness,mild|moderate
Hand & Foot Brightening Scrub 200ml,Natural Salt: Provides exfoliating action.; Rice Bran: Supports skin brightness.; Niacinamide: Helps maintain even tone.,Scrub,1980.0,"Rs.1,980.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/0009170_hand-foot-brightening-scrub-200ml_550.jpg?v=1772533350,https://pk.hemaniherbals.com/products/hand-foot-brightening-scrub-200ml,19-24|25-36,female,normal|combination,no,dry and hot,dullness|hyperpigmentation,mild|moderate
Glow Boost - Face Serum with Vitamin C 30ml,Vitamin C: Supports skin brightness and tone balance.; Conditioning Agents: Help maintain smoothness.,Serum,1194.0,"Rs.1,194.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/glowboostserum2.png?v=1775547577,https://pk.hemaniherbals.com/products/glow-boost-face-serum-with-vitamin-c,19-24|25-36,female,normal|combination,no,"hot and humid (e.g., karachi)|dry and hot",dullness|hyperpigmentation|sun tan,mild|moderate
Coconuty Allure - Face Scrub,Coconut Components: Support skin conditioning.; Exfoliating Particles: Help refine skin texture.,Scrub,1190.0,"Rs.1,190.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/5907747209701.jpg?v=1771398929,https://pk.hemaniherbals.com/products/coconuty-allure-face-scrub,19-24|25-36,female,normal|oily,no,"hot and humid (e.g., karachi)|dry and hot",acne|open pores|dullness,mild|moderate
Coconuty Allure - Body Butter,Coconut Oil: Supports skin softness and moisture; Natural oils: Help maintain surface smoothness,Glow UP,1345.0,"Rs.1,345.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8964001506256.jpg?v=1771399344,https://pk.hemaniherbals.com/products/coconuty-allure-body-butter,19-24|25-36,female,normal|dry,no,dry and hot,dullness,mild
Clear Deep Cleansing Face Foam 150ml,150ml; 50ml; anti acne; brightening; skin care; vitamin b; vitamin c,Glow UP,3785.0,"Rs.3,785.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/ClearDeepCleansingFaceFoam1.jpg?v=1773818615,https://pk.hemaniherbals.com/products/clear-deep-cleansing-face-foam-150ml,19-24|25-36,female,normal|oily,no,"hot and humid (e.g., karachi)|dry and hot",acne|dullness|open pores,mild|moderate
Awakening Lime & Ginger Shower Gel 500ml,500ml; aloe vera; body care; body wash; ginger; lime; shower gel,Gel,2290.0,"Rs.2,290.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8961102061059_1_jpg_98fd6885-331e-44c5-b0a6-aa5be3535bbe.jpg?v=1781095254,https://pk.hemaniherbals.com/products/awakening-lime-ginger-shower-gel-500ml,19-24|25-36,female,normal|oily,no,"hot and humid (e.g., karachi)|dry and hot",acne|dullness|open pores|redness,mild|moderate
Anti-Aging Sandalwood Face Mist 120ml,Sandalwood to soothe and calm skin.; Hyaluronic Acid for deep hydration.; Natural extracts to brighten and refresh.,Face Mist,1370.0,"Rs.1,370.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8961102815652_1_jpg.jpg?v=1781091726,https://pk.hemaniherbals.com/products/anti-aging-sandalwood-face-mist-120ml,25-36|37-45|45+,female,normal|dry,no,dry and hot|cold and dry,dullness|wrinkles,mild|moderate
Anti Wrinkle Cream 50g,Natural Extract: Helps support a smoother; looking; younger; looking appearance.; Herbal Extracts: Provide gentle exfoliation to help eliminate dead skin cells.; Skin; Protecting Actives: Help support protection from further skin damage.,Cream,895.0,Rs.895.00,https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8859362501975_2_jpg_b6ae5652-31c4-438c-9c5b-f2cc4bef3d8c.jpg?v=1781091542,https://pk.hemaniherbals.com/products/anti-wrinkle-cream,25-36|37-45|45+,female,normal|combination,no,dry and hot|cold and dry,dullness|wrinkles,mild|moderate
Almond Soap 75g,75g; almond; body care; daily care; soap,Soap,220.0,Rs.220.00,https://cdn.shopify.com/s/files/1/0977/3495/1226/files/AlmondSoap75g.jpg?v=1781090397,https://pk.hemaniherbals.com/products/almond-soap-75g,14-18|19-24,female,normal|dry,no,dry and hot,dullness|normal skin maintenance,mild
Advance Brightening Facial Kit,brightening; gift set; skin care; skincare bundle,Glow UP,575.0,Rs.575.00,https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8964001506829.jpg?v=1781088910,https://pk.hemaniherbals.com/products/advance-brightening-facial-kit,19-24|25-36,female,normal|combination,no,dry and hot|cold and dry,dullness|hyperpigmentation,mild|moderate
Advance Brightening Face Wash,Herbal Extract Blend: Supports skin purification.; Glycerin: Helps maintain hydration.; Cleansing Base: Removes dirt and oil gently.,Face Wash,190.0,Rs.190.00,https://cdn.shopify.com/s/files/1/0977/3495/1226/files/8964001506652.jpg?v=1781088775,https://pk.hemaniherbals.com/products/advance-brightening-face-wash,14-18|19-24|25-36,female,normal|oily,no,"hot and humid (e.g., karachi)|dry and hot",acne|dullness|hyperpigmentation|open pores,mild|moderate
5% Vitamin C Blemish Serum 30ml,Vitamin C to brighten and even skin tone.; Salicylic Acid to unclog and refine pores.; Allantoin and ProVitamin B5 to hydrate and soothe.; Lactic Acid to help smooth and support radiant skin.,Serum,3785.0,"Rs.3,785.00",https://cdn.shopify.com/s/files/1/0977/3495/1226/files/5_VitaminCBlemishSerum3.jpg?v=1781088064,https://pk.hemaniherbals.com/products/5-vitamin-c-blemish-serum,19-24|25-36,female,normal|oily|combination,no,"hot and humid (e.g., karachi)|dry and hot",acne|dark spots|dullness|hyperpigmentation|open pores|redness|whiteheads / blackheads,mild|moderate
